/home/guillermo/Descargas/nano-dataset/2x32/abseiling_0.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_1.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_2.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_3.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_4.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_5.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_6.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_7.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_8.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_9.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_10.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_11.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_12.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_13.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_14.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_15.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_16.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_17.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_18.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_19.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_20.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_21.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_22.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_23.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_24.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_25.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_26.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_27.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_28.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_29.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_30.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/abseiling_31.mp4 0
/home/guillermo/Descargas/nano-dataset/2x32/zumba_0.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_1.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_2.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_3.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_4.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_5.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_6.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_7.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_8.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_9.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_10.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_11.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_12.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_13.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_14.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_15.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_16.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_17.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_18.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_19.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_20.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_21.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_22.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_23.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_24.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_25.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_26.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_27.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_28.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_29.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_30.mp4 1
/home/guillermo/Descargas/nano-dataset/2x32/zumba_31.mp4 1
